doi,all_authors,title,genre,published_date,year,journal_name,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa_normalized,oa_status_normalized,oa_host_type_normalized,oa_host_domain
10.1007/978-3-319-63501-9_3,Théry L.,Formal Correctness of Comparison Algorithms Between Binary64 and Decimal64 Floating-Point Numbers,book-chapter,2017-01-01,2017.0,Lecture Notes in Computer Science,0302-9743,False,False,Springer International Publishing,Accès fermé,Closed,Accès fermé,
10.1109/ICCW.2016.7503870,Jiang X.|Deneire L.,How accurately should we calibrate a Massive MIMO TDD system?,proceedings-article,2016-05-01,2016.0,2016 IEEE International Conference on Communications Workshops (ICC),,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.1093/logcom/exy009,Villata S.,Prioritized norms in formal argumentation,journal-article,2018-03-20,2018.0,Journal of Logic and Computation,0955-792X,False,False,Oxford University Press (OUP),Accès ouvert,Green,Archive ouverte,"orbilu.uni.lu,arxiv.org,arxiv.org,aura.abdn.ac.uk,orbilu.uni.lu"
10.1093/gji/ggy146,Nocquet J.M.,Stochastic static fault slip inversion from geodetic data with non-negativity and bound constraints,journal-article,2018-04-12,2018.0,Geophysical Journal International,0956-540X,False,False,Oxford University Press (OUP),Accès fermé,Closed,Accès fermé,
10.3917/ride.331.0023,Bergé J.S.,Topographie des rapports « pouvoirs privés économiques » et « ordre public économique » autour de la figure générale du standard,journal-article,2019-01-01,2019.0,Revue internationale de droit économique,1010-8831,False,False,CAIRN,Accès fermé,Closed,Accès fermé,
10.1038/s41598-019-46241-5,van den Ende M.,An investigation into the role of time-dependent cohesion in interseismic fault restrengthening,journal-article,2019-07-09,2019.0,Scientific Reports,2045-2322,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"www.nature.com,doi.org,europepmc.org,dspace.library.uu.nl,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,www.ncbi.nlm.nih.gov,eartharxiv.org,osf.io"
10.1109/JSEN.2018.2869000,Hua F.,On the Semidefinite Programming Algorithm for Energy-Based Acoustic Source Localization in Sensor Networks,journal-article,2018-11-01,2018.0,IEEE Sensors Journal,1530-437X,False,False,Institute of Electrical and Electronics Engineers (IEEE),Accès ouvert,Bronze,Editeur,ieeexplore.ieee.org
10.7554/eLife.53895,Gregoire E.P.|Rekima S.|Vidal V.P.I.|Motamedi F.J.|Schedl A.|Chaboissier M.C.,R-spondin signalling is essential for the maintenance and differentiation of mouse nephron progenitors,journal-article,2020-05-01,2020.0,eLife,2050-084X,True,True,"eLife Sciences Publications, Ltd",Accès ouvert,Gold,Editeur et archive ouverte,"doi.org,europepmc.org,www.ncbi.nlm.nih.gov"
10.1111/bjd.17077,Chiaverini C.|Giuliano F.,Dermatological manifestations in cardiofaciocutaneous syndrome: A prospective multicentric study of 45 mutation-positive patients,journal-article,2018-09-30,2018.0,British Journal of Dermatology,0007-0963,False,False,Wiley,Accès fermé,Closed,Accès fermé,
10.1109/CCE.2016.7562642,Ferrero F.|Lizzi L.,Design of miniature antennas for IoT applications,proceedings-article,2016-07-01,2016.0,2016 IEEE Sixth International Conference on Communications and Electronics (ICCE),,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.21437/Interspeech.2018-1271,Blanco N.|Meunier F.,Phoneme Resistance and Phoneme Confusion in Noise: Impact of Dyslexia,proceedings-article,2018-09-02,2018.0,Interspeech 2018,,False,False,ISCA,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,pdfs.semanticscholar.org,hal.archives-ouvertes.fr"
10.1051/0004-6361/201527614,Chiavassa A.,Near-infrared spectro-interferometry of Mira variables and comparisons to 1D dynamic model atmospheres and 3D convection simulations,journal-article,2016-02-11,2016.0,Astronomy & Astrophysics,0004-6361,False,False,EDP Sciences,Accès ouvert,Bronze,Editeur et archive ouverte,"www.aanda.org,arxiv.org,www.aanda.org"
10.1016/j.marpetgeo.2017.03.020,Rangin C.,Structure of the northern Bay of Bengal offshore Bangladesh: Evidences from new multi-channel seismic data,journal-article,2017-06-01,2017.0,Marine and Petroleum Geology,0264-8172,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,archimer.ifremer.fr
10.1097/DAD.0000000000001624,Perrin C.,"S-100 Protein Positivity in Onychomatricoma, a Potential Diagnostic Pitfall?",journal-article,2020-02-25,2020.0,The American Journal of Dermatopathology,0193-1091,False,False,Ovid Technologies (Wolters Kluwer Health),Accès ouvert,Bronze,Editeur,"journals.lww.com,"
10.3390/cancers11111730,Lalli E.,"The Prognostic Role of CD8+ T Lymphocytes in Childhood Adrenocortical Carcinomas Compared to Ki-67, PD-1, PD-L1, and the Weiss Score",journal-article,2019-11-05,2019.0,Cancers,2072-6694,True,True,MDPI AG,Accès ouvert,Gold,Editeur et archive ouverte,"www.mdpi.com,doi.org,europepmc.org,www.hal.inserm.fr,www.hal.inserm.fr,www.ncbi.nlm.nih.gov"
10.1007/978-3-319-66330-2_2,Tarabalka Y.|Maggiori E.,Models for Hyperspectral Image Analysis: From Unmixing to Object-Based Classification,book-chapter,2017-11-28,2017.0,Signals and Communication Technology,1860-4862,False,False,Springer International Publishing,Accès fermé,Closed,Accès fermé,
10.1017/jpr.2019.43,Neglia G.,Transient and slim versus recurrent and fat: Random walks and the trees they grow,journal-article,2019-09-01,2019.0,Journal of Applied Probability,0021-9002,False,False,Cambridge University Press (CUP),Accès ouvert,Green,Archive ouverte,"arxiv.org,hal.inria.fr,hal.inria.fr"
10.1016/j.cagd.2020.101814,Blidia A.|Mourrain B.,Geometrically smooth spline bases for data fitting and simulation,journal-article,2020-03-01,2020.0,Computer Aided Geometric Design,0167-8396,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1093/mnras/stx2122,Rozelot J.,Perihelion precession caused by solar oblateness variation in equatorial and ecliptic coordinate systems,journal-article,2017-09-19,2017.0,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Oxford University Press (OUP),Accès fermé,Closed,Accès fermé,
10.1051/e3sconf/20184002042,Chapuis M.,Quantification of the morphodynamics and ecological functionality of a Mediterranean river,journal-article,2018-01-01,2018.0,E3S Web of Conferences,2267-1242,True,True,EDP Sciences,Accès ouvert,Gold,Editeur et archive ouverte,"www.e3s-conferences.org,doi.org,www.e3s-conferences.org,pdfs.semanticscholar.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.3390/genes8100248,Danchin E.G.J.|Rancurel C.,Alienness: Rapid Detection of Candidate Horizontal Gene Transfers across the Tree of Life,journal-article,2017-09-29,2017.0,Genes,2073-4425,True,True,MDPI AG,Accès ouvert,Gold,Editeur et archive ouverte,"www.mdpi.com,doi.org,europepmc.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,www.ncbi.nlm.nih.gov,pdfs.semanticscholar.org"
10.1090/conm/742/14937,Dimca A.,Computing Milnor fiber monodromy for some projective hypersurfaces,other,2020-01-01,2020.0,Contemporary Mathematics,0271-4132,False,False,American Mathematical Society,Accès ouvert,Green,Archive ouverte,arxiv.org
10.3233/JAD-160953,Del Prete D.|Debayle D.|Checler F.|Bauer C.|Bussiere R.|Gay A.S.|Lacas-Gervais S.|Suski J.M.|Chami M.,Localization and Processing of the Amyloid-β Protein Precursor in Mitochondria-Associated Membranes,journal-article,2016-12-20,2016.0,Journal of Alzheimer's Disease,1387-2877,False,False,IOS Press,Accès ouvert,Green,Archive ouverte,"europepmc.org,spiral.imperial.ac.uk,kclpure.kcl.ac.uk,kclpure.kcl.ac.uk,www.ncbi.nlm.nih.gov,pdfs.semanticscholar.org"
10.1038/ncomms13311,Salinas F.|Hallin J.|Liti G.,Powerful decomposition of complex traits in a diploid model,journal-article,2016-11-02,2016.0,Nature Communications,2041-1723,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"doi.org,europepmc.org,www.ncbi.nlm.nih.gov,nmbu.brage.unit.no"
10.1002/adsc.201900478,Lempenauer L.|Duñach E.,Cyclisation Reactions involving Alkyl Enol Ethers,journal-article,2019-09-12,2019.0,Advanced Synthesis & Catalysis,1615-4150,False,False,Wiley,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.3847/1538-3881/ab1488,Creevey O.,A Hot Saturn Orbiting an Oscillating Late Subgiant Discovered by TESS,journal-article,2019-05-30,2019.0,The Astronomical Journal,0004-6256,False,False,American Astronomical Society,Accès ouvert,Bronze,Editeur et archive ouverte,"iopscience.iop.org,dspace.mit.edu,pure-oai.bham.ac.uk,backend.orbit.dtu.dk,research.birmingham.ac.uk,eprints.keele.ac.uk,arxiv.org,arxiv.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1016/j.epsl.2020.116197,Leclerc F.,Tsunami earthquakes: Vertical pop-up expulsion at the forefront of subduction megathrust,journal-article,2020-05-01,2020.0,Earth and Planetary Science Letters,0012-821X,False,False,Elsevier BV,Accès ouvert,Hybrid,Editeur et archive ouverte,"doi.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1002/asna.201913642,Suárez O.|Suárez O.|Scardia M.|Scardia M.|Vernet D.|Vernet D.|Aristidi E.|Abe L.|Dimur C.|Bendjoya P.|Rivet J.P.,Speckle observations with PISCO in Calern (France): I. Astrometric measurements of visual binaries in 2015–2016,journal-article,2019-08-05,2019.0,Astronomische Nachrichten,0004-6337,False,False,Wiley,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1145/3274192.3274229,Galy E.,The Brazilian Challenge to Accessibility and Digital Inclusion for People With Autistic Spectrum Disorders,proceedings-article,2018-10-22,2018.0,Proceedings of the 17th Brazilian Symposium on Human Factors in Computing Systems,,False,False,ACM,Accès fermé,Closed,Accès fermé,
10.1017/S0022377816000921,Passot T.|Sulem P.,Reduced models accounting for parallel magnetic perturbations: gyrofluid and finite Larmor radius–Landau fluid approaches,journal-article,2016-11-01,2016.0,Journal of Plasma Physics,0022-3778,False,False,Cambridge University Press (CUP),Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1021/acs.jmedchem.0c01059,Dao P.,"Design, Synthesis, and Biological Evaluation of Covalent Inhibitors of Focal Adhesion Kinase (FAK) against Human Malignant Glioblastoma",journal-article,2020-10-29,2020.0,Journal of Medicinal Chemistry,0022-2623,False,False,American Chemical Society (ACS),Accès fermé,Closed,Accès fermé,
10.1109/MMS48040.2019.9157289,Diallo A.|Ribero J.M.,High gain patch antenna array using dielectric superstrate for the 5G applications,proceedings-article,2019-10-01,2019.0,2019 IEEE 19th Mediterranean Microwave Symposium (MMS),,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.1016/j.crma.2017.05.011,Ivanovici O.|Lebeau G.,Dispersion for the wave and the Schrödinger equations outside strictly convex obstacles and counterexamples,journal-article,2017-07-01,2017.0,Comptes Rendus Mathematique,1631-073X,False,False,Elsevier BV,Accès ouvert,Hybrid,Editeur,doi.org
10.1016/j.dam.2018.09.021,Moataz F.Z.|Bermond J.C.,On spectrum assignment in elastic optical tree-networks,journal-article,2019-03-01,2019.0,Discrete Applied Mathematics,0166-218X,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.inria.fr,hal.inria.fr,hal.archives-ouvertes.fr,hal.inria.fr,hal.archives-ouvertes.fr,hal.inria.fr,hal.inria.fr"
10.1103/PhysRevLett.119.010503,Hugues M.,Phase-Tuned Entangled State Generation between Distant Spin Qubits,journal-article,2017-07-07,2017.0,Physical Review Letters,0031-9007,False,False,American Physical Society (APS),Accès ouvert,Green,Archive ouverte,"www.repository.cam.ac.uk,eprints.whiterose.ac.uk,eprints.whiterose.ac.uk,arxiv.org,www.repository.cam.ac.uk"
10.1016/j.nupar.2020.03.001,Schneider S.,Stratégie de prise en charge nutritionnelle à l’hôpital au cours de l’épidémie virale Covid-19: avis d’experts de la Société Francophone de Nutrition Clinique et Métabolisme (SFNCM),journal-article,2020-05-01,2020.0,Nutrition Clinique et Métabolisme,0985-0562,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1080/07366299.2018.1545341,Papaiconomou N.,Dicyanamide Ions as Complexing Agents of Co(II): From Weak Ligands in Water to Strong Ones in an Ionic Liquid,journal-article,2018-09-19,2018.0,Solvent Extraction and Ion Exchange,0736-6299,False,False,Informa UK Limited,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1007/s10113-018-1425-4,Schleyer-Lindenmann A.|Trémélo M.L.|Boulay G.|Prévost A.|Robert S.|Fox D.,A framework to analyse urban sprawl in the French Mediterranean coastal zone,journal-article,2018-10-09,2018.0,Regional Environmental Change,1436-3798,False,False,Springer Science and Business Media LLC,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1038/ncomms11512,Hallin J.|Liti G.,Predicting quantitative traits from genome and phenome with near perfect accuracy,journal-article,2016-05-10,2016.0,Nature Communications,2041-1723,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"www.nature.com,doi.org,europepmc.org,www.ncbi.nlm.nih.gov,nmbu.brage.unit.no,doi.org"
10.1016/j.canrad.2017.06.009,Hannoun-Lévi J.M.,Brachytherapy for prostate cancer: Present and future,journal-article,2017-10-01,2017.0,Cancer/Radiothérapie,1278-3218,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1117/12.2233107,Agabi K.|Petrov R.|Folcher J.|Bresson Y.|Lagarde S., Hierarchical fringe tracker to co-phase and coherence very large optical interferometers ,proceedings-article,2016-08-04,2016.0,Optical and Infrared Interferometry and Imaging V,,False,False,SPIE,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1080/00015458.2020.1753146,Jean-Baptiste E.|Raffort J.|Lareyre F.|Hassen-Khodja R.,Mycotic aortic and left iliac ruptured aneurysm due to Escherichia Coli: a case report and literature overview,journal-article,2020-04-21,2020.0,Acta Chirurgica Belgica,0001-5458,False,False,Informa UK Limited,Accès fermé,Closed,Accès fermé,
10.1016/j.cell.2016.11.002,Avolio F.|Courtney M.|Ben-Othman N.|Pfeifer A.|Druelle N.|Napolitano T.|Hadzic B.|Navarro-Sanz S.|Silvano S.|Record F.|Vieira A.|Al-Hasani K.|Collombat P.|Gjernes E.|Lacas-Gervais S.,Long-Term GABA Administration Induces Alpha Cell-Mediated Beta-like Cell Neogenesis,journal-article,2017-01-01,2017.0,Cell,0092-8674,False,False,Elsevier BV,Accès ouvert,Bronze,Editeur,www.cell.com
10.1145/3184558.3186973,Buffa M.|Lebrun J.,"Real-Time Emulation of a Marshall JCM 800 Guitar Tube Amplifier, Audio FX Pedals, in a Virtual Pedal Board",proceedings-article,2018-01-01,2018.0,Companion of the The Web Conference 2018 on The Web Conference 2018 - WWW '18,,False,False,ACM Press,Accès ouvert,Green,Archive ouverte,"hal.univ-cotedazur.fr,hal.univ-cotedazur.fr"
10.1007/s00191-016-0484-2,Arena R.,Schumpeter and Schumpeterians on competition: some policy implications,journal-article,2016-11-25,2016.0,Journal of Evolutionary Economics,0936-9937,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1007/978-3-319-59909-0_24,Mignard F.,Status of the Gaia Mission,book-chapter,2017-01-01,2017.0,The Science of Time 2016,1570-6591,False,False,Springer International Publishing,Accès ouvert,Bronze,Editeur,link.springer.com
10.1093/MNRAS/STX2546,Delbó M.|Bolin B.T.|Morbidelli A.,Initial velocity V-shapes of young asteroid families,journal-article,2017-09-28,2017.0,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Oxford University Press (OUP),Accès ouvert,Bronze,Editeur et archive ouverte,"academic.oup.com,arxiv.org"
10.1016/j.crci.2016.06.004,Michel T.|Kerdudo A.|Burger P.|Merck F.|Fernandez X.,Development of a natural ingredient – Natural preservative: A case study,journal-article,2016-09-01,2016.0,Comptes Rendus Chimie,1631-0748,False,False,Elsevier BV,Accès ouvert,Hybrid,Editeur,doi.org
10.1038/s41598-020-71064-0,Comyn R.|Ngo T.H.|Frayssinet E.|Cordier Y.,Electrical activity at the AlN/Si Interface: identifying the main origin of propagation losses in GaN-on-Si devices at microwave frequencies,journal-article,2020-08-25,2020.0,Scientific Reports,2045-2322,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"www.nature.com,doi.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,www.ncbi.nlm.nih.gov"
10.1111/ocr.12247,Masucci C.,Three-dimensional evaluation of the maxillary effects of two orthopedic protocols for the treatment of Class III malocclusion: a prospective study,journal-article,2018-10-07,2018.0,Orthodontics & Craniofacial Research,1601-6335,False,False,Wiley,Accès ouvert,Green,Archive ouverte,deepblue.lib.umich.edu
10.1038/s41467-020-17882-2,Bost F.,Autophagy regulates fatty acid availability for oxidative phosphorylation through mitochondria-endoplasmic reticulum contact sites,journal-article,2020-08-13,2020.0,Nature Communications,2041-1723,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"doi.org,www.hal.inserm.fr,www.hal.inserm.fr,www.ncbi.nlm.nih.gov"
10.1145/3364908.3365295,Riveill M.|Florez E.|Precioso F.,Deep Learning for Identification of Adverse Drug Reaction Relations,proceedings-article,2019-01-01,2019.0,Proceedings of the 2019 International Symposium on Signal Processing Systems - SSPS 2019,,False,False,ACM Press,Accès fermé,Closed,Accès fermé,
10.1103/PhysRevB.99.205145,Batrouni G.|Hébert F.,Competition between phase separation and spin density wave or charge density wave order: Role of long-range interactions,journal-article,2019-05-24,2019.0,Physical Review B,2469-9950,False,False,American Physical Society (APS),Accès ouvert,Hybrid,Editeur et archive ouverte,"link.aps.org,arxiv.org,www.osti.gov,www.osti.gov"
10.1109/CDC.2018.8619827,Kai J.|Anglade A.|Hamel T.|Samson C.,Design and Experimental Validation of a New Guidance and Flight Control System for Scale-Model Airplanes,proceedings-article,2018-12-01,2018.0,2018 IEEE Conference on Decision and Control (CDC),,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.1111/spsr.12302,Ivaldi G.,"It's not Economic Interventionism, Stupid! Reassessing the Political Economy of Radical Right-wing Populist Parties",journal-article,2018-04-20,2018.0,Swiss Political Science Review,1424-7755,False,False,Wiley,Accès ouvert,Hybrid,Editeur et archive ouverte,"onlinelibrary.wiley.com,doi.org,pure.rug.nl,www.rug.nl,www.duo.uio.no"
10.1051/0004-6361/201731158,Hill V.,Zinc abundances in the Sculptor dwarf spheroidal galaxy,journal-article,2017-10-01,2017.0,Astronomy & Astrophysics,0004-6361,False,False,EDP Sciences,Accès ouvert,Bronze,Editeur et archive ouverte,"www.aanda.org,arxiv.org,ui.adsabs.harvard.edu,pure.rug.nl,www.rug.nl"
10.1109/RFIC.2017.7969021,Luxey C.|Lacombe E.,Sub-THz source integrated in low-cost Silicon Photonic technology targeting 40 Gb/s wireless links,proceedings-article,2017-06-01,2017.0,2017 IEEE Radio Frequency Integrated Circuits Symposium (RFIC),,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.1145/3102980.3102984,Lozi J.P.,Towards Proving Optimistic Multicore Schedulers,proceedings-article,2017-05-07,2017.0,Proceedings of the 16th Workshop on Hot Topics in Operating Systems,,False,False,ACM,Accès ouvert,Green,Archive ouverte,"hal.inria.fr,hal.inria.fr,infoscience.epfl.ch"
10.2196/17167,Manera V.|Robert P.,Efficacy of a web application for cognitive training (MeMo) on cognitive and behavioral performance in people with neurocognitive disorders: a randomized clinical trial. (Preprint),journal-article,2020-03-11,2020.0,Journal of Medical Internet Research,1438-8871,True,True,JMIR Publications Inc.,Accès ouvert,Gold,Editeur et archive ouverte,"www.jmir.org,doi.org,europepmc.org,www.ncbi.nlm.nih.gov,hal.univ-cotedazur.fr,hal.univ-cotedazur.fr"
10.7554/eLife.53470,Gallardo G.,Microstructural organization of human insula is linked to its macrofunctional circuitry and predicts cognitive control,journal-article,2020-06-04,2020.0,eLife,2050-084X,True,True,"eLife Sciences Publications, Ltd",Accès ouvert,Gold,Editeur et archive ouverte,"doi.org,europepmc.org,www.ncbi.nlm.nih.gov,pure.mpg.de"
10.1371/journal.pone.0183111,Han P.|Desneux N.,Elevated carboxylesterase activity contributes to the lambda-cyhalothrin insensitivity in quercetin fed Helicoverpa armigera (Hübner),journal-article,2017-08-17,2017.0,PLOS ONE,1932-6203,True,True,Public Library of Science (PLoS),Accès ouvert,Gold,Editeur et archive ouverte,"journals.plos.org,doi.org,europepmc.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,www.ncbi.nlm.nih.gov,pdfs.semanticscholar.org"
10.1007/s11060-019-03315-8,Lebrun Frenay C.|Bourg V.,Complementary and alternative medicine use in glioma patients in France,journal-article,2019-10-21,2019.0,Journal of Neuro-Oncology,0167-594X,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1051/0004-6361/201731521,MacArio G.|Ferrari C.|Martinez Aviles G.,ATCA observations of the MACS-Planck Radio Halo Cluster Project. II. Radio observations of an intermediate redshift cluster sample,journal-article,2018-03-01,2018.0,Astronomy & Astrophysics,0004-6361,False,False,EDP Sciences,Accès ouvert,Bronze,Editeur et archive ouverte,"www.aanda.org,arxiv.org,espace.curtin.edu.au,openaccess.leidenuniv.nl"
10.1111/sms.12807,Massiera B.|Radel R.|Ben Mahmoud I.|d'Arripe-Longueville F.,Is motivation for marathon a protective factor or a risk factor of injury?,journal-article,2016-12-05,2016.0,Scandinavian Journal of Medicine & Science in Sports,0905-7188,False,False,Wiley,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.3847/2041-8213/aa6036,Bolin B.,The Splitting of Double-component Active Asteroid P/2016 J1 (PANSTARRS),journal-article,2017-02-23,2017.0,The Astrophysical Journal,2041-8205,False,False,American Astronomical Society,Accès ouvert,Green,Archive ouverte,"pureadmin.qub.ac.uk,arxiv.org"
10.1007/s12346-018-0290-3,Residori S.,A Quasi Separable Dissipative Maxwell–Bloch System for Laser Dynamics,journal-article,2018-09-17,2018.0,Qualitative Theory of Dynamical Systems,1575-5460,False,False,Springer Science and Business Media LLC,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1002/ejoc.201701578,Lemière G.|Ondet P.|Filippi J.|Duñach E.,Stereocontrolled cascade cyclisation of campholenic enol-ether derivatives: en route to vetiver-scented spiroxides,journal-article,2018-02-23,2018.0,European Journal of Organic Chemistry,1099-0690,False,False,Wiley,Accès fermé,Closed,Accès fermé,
10.1016/j.purol.2020.06.003,Durand M.|Ahallal Y.|Tibi B.|Mendel L.|Drogrey M.|Bentellis I.|Amiel J.|Shaikh A.|Canac B.|Levraut J.|Chevallier D.,Analyse d’un modèle de circuit court post-urgence avec une régulation précoce urologique,journal-article,2020-12-01,2020.0,Progrès en Urologie,1166-7087,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1053/j.gastro.2018.07.015,Tran A.|Tran A.,Incidence of Hepatocellular Carcinoma After Direct Antiviral Therapy for HCV in Patients With Cirrhosis Included in Surveillance Programs,journal-article,2018-11-01,2018.0,Gastroenterology,0016-5085,False,False,Elsevier BV,Accès ouvert,Bronze,Editeur et archive ouverte,"www.gastrojournal.org,pdfs.semanticscholar.org"
10.1016/j.astropartphys.2019.07.005,Minazzoli O.|Fournier J.D.|Bizouard M.A.|Coulon J.P.|Heitmann H.|Santos E.|Chaibi O.|Merzougui M.|Kéfélian F.|Cleva F.|Vinet J.Y.|Boer M.|Pichot M.|Cipriano F.|Macquet A.|Stachie C.|Radulescu N.|Harder T.|Brillet A.|Bogaert G.|Man N.|Christensen N.,The Advanced Virgo longitudinal control system for the O2 observing run,journal-article,2020-03-01,2020.0,Astroparticle Physics,0927-6505,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1093/comjnl/bxv095,Giroire F.|Moulierac J.,Energy Efficient Content Distribution,journal-article,2015-11-06,2015.0,The Computer Journal,0010-4620,False,False,Oxford University Press (OUP),Accès ouvert,Green,Archive ouverte,"hal-unice.archives-ouvertes.fr,hal.inria.fr,hal.inria.fr,hal.inria.fr,hal.inria.fr,hal.inria.fr"
10.4153/CJM-2017-052-3,Wang Z.,On algebraic surfaces associated with line arrangements,journal-article,2019-01-07,2019.0,Canadian Journal of Mathematics,0008-414X,False,False,Canadian Mathematical Society,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1016/j.cortex.2018.09.026,Robert P.,Dysexecutive disorders and their diagnosis: a position paper,journal-article,2018-12-01,2018.0,Cortex,0010-9452,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1142/S0217732319503358,Grandou T.,Effective locality and chiral symmetry breaking in QCD,journal-article,2019-12-25,2019.0,Modern Physics Letters A,0217-7323,False,False,World Scientific Pub Co Pte Lt,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1088/1361-6528/aa873a,Persello J.,Chemical insights into the formation of Cu2ZnSnS4 films from all-aqueous dispersions for low-cost solar cells.,journal-article,2017-10-10,2017.0,Nanotechnology,0957-4484,False,False,IOP Publishing,Accès fermé,Closed,Accès fermé,
10.1007/s00167-015-3835-x,Trojani C.,"Erratum to: Patient demographics and surgical characteristics in ACL revision: a comparison of French, Norwegian, and North American cohorts",journal-article,2015-11-04,2015.0,"Knee Surgery, Sports Traumatology, Arthroscopy",0942-2056,False,False,Springer Science and Business Media LLC,Accès ouvert,Bronze,Editeur,link.springer.com
10.1016/j.jmmm.2017.08.086,Schaub S.|Kuzhir P.|Alves Marins J.|Ezzaier H.,Capture of magnetic nanoparticles on ordered magnetizable arrays: A parametric study,journal-article,2018-08-01,2018.0,Journal of Magnetism and Magnetic Materials,0304-8853,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1111/sjos.12424,Bouveyron C.|Mattei P.A.,Exact Dimensionality Selection for Bayesian PCA,journal-article,2019-12-17,2019.0,Scandinavian Journal of Statistics,0303-6898,False,False,Wiley,Accès ouvert,Green,Archive ouverte,"arxiv.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1093/gji/ggy429,Ampuero J.P.,"The rupture extent of low frequency earthquakes near Parkfield, CA",journal-article,2018-10-13,2018.0,Geophysical Journal International,0956-540X,False,False,Oxford University Press (OUP),Accès ouvert,Bronze,Editeur et archive ouverte,"academic.oup.com,authors.library.caltech.edu,pdfs.semanticscholar.org"
10.23919/EUSIPCO.2018.8553273,Hua F.|Richard C.,A Preconditioned Graph Diffusion LMS for Adaptive Graph Signal Processing,proceedings-article,2018-09-01,2018.0,2018 26th European Signal Processing Conference (EUSIPCO),,False,False,IEEE,Accès fermé,Closed,Accès fermé,
10.3917/rdn.431.0517,Beaurepaire P.Y.,"Du Nord au Midi, vingt ans après. Vie et récits maçonniques d’Armand Gaborria, fondateur du collège des Philalètes de Lille",journal-article,2019-01-01,2019.0,Revue du Nord,0035-2624,False,False,CAIRN,Accès fermé,Closed,Accès fermé,
10.1016/j.cofs.2020.08.004,Revel J.S.,Potential use of polyphenols in the battle against COVID-19,journal-article,2020-04-01,2020.0,Current Opinion in Food Science,2214-7993,False,False,Elsevier BV,Accès ouvert,Hybrid,Editeur et archive ouverte,"doi.org,www.ncbi.nlm.nih.gov"
